집계구코드,행정동코드
1121057030003,11620575
1121073010006,11620735
1124080030106,11710680
1124075020105,11710690
1125066020802,11740650
1105062010008,11215870
1106088010005,11230660
1106073020202,11230730
1106090030001,11230750
1107059010001,11260580
1107059031204,11260580
1107062030007,11260610
1107064030103,11260620
1107073010103,11260655
1108063010901,11290630
1109075020002,11305660
1115072030032,11470650
1118052040701,11545610
1120055010002,11590550
1123074020306,11680740
1124060030005,11710570
1106080090202,11230705
1106073020102,11230730
1107073010003,11260655
1108063010801,11290630
1110057010103,11320710
1111078040202,11350625
1114059010103,11440590
1118052040601,11545610
1119055020007,11560550
1121058010008,11620585
1122055010501,11650540
1124065010101,11710620
1105054030012,11215730
1106081080006,11230536
1106071020006,11230710
1106073020002,11230730
1108081030003,11290525
1108063010701,11290630
1108072030409,11290725
1109071040005,11305545
1110055010008,11320690
1110057010003,11320710
1111058050105,11350611
1111078040102,11350625
1112052020007,11380520
1112067010007,11380640
1114078010412,11440555
1114077020001,11440565
1114066030001,11440660
1115051010007,11470510
1115053010003,11470530
1117069010020,11530790
1120071040007,11590605
1123074020106,11680740
1124063010005,11710600
1124065010001,11710620
1124065020603,11710620
1124068030005,11710641
1104054020007,11200540
1104056020003,11200560
1106080090002,11230705
1108063010601,11290630
1108078030008,11290780
1112071060207,11380690
1113064020017,11410640
1113066020013,11410660
1116073030031,11500540
1116057010010,11500550
1116069010003,11500620
1118053010004,11545620
1119075040003,11560585
1120063020011,11590620
1120068040021,11590660
1121078010113,11620605
1121068020013,11620685
1122055010301,11650540
1122055040008,11650540
1123058040003,11680580
1124065020503,11710620
1103070010001,11170700
1104057010114,11200570
1104072020401,11200615
1105063040701,11215810
1107052030010,11260520
1108058020206,11290580
1108063010501,11290630
1110057020405,11320710
1111065040005,11350630
1112055010004,11380551
1112071060107,11380690
1113071020108,11410710
1115065030104,11470630
1118061020013,11545710
1121079030901,11620565
1121078010013,11620605
1122055020803,11650540
1124051010012,11710510
1124060021101,11710570
1105063040601,11215810
1108083040001,11290575
1108063010401,11290630
1111059040106,11350612
1111065031401,11350630
1111076020101,11350665
1112056020012,11380552
1112057010010,11380560
1114075010802,11440585
1115065030004,11470630
1121071010112,11620715
1121073020008,11620735
1121081020016,11620775
1122051010009,11650510
1122053010005,11650530
1122055010101,11650540
1124060021001,11710570
1124067011406,11710632
1124080040108,11710680
1103051020017,11170510
1104072020201,11200615
1105063040501,11215810
1106088020007,11230660
1106073030204,11230730
1107059020003,11260580
1108063010301,11290630
1108072030009,11290725
1109064010015,11305620
1109074010602,11305645
1109075030004,11305660
1111065031301,11350630
1111076020001,11350665
1112072010007,11380530
1117061010005,11530720
1117068030011,11530780
1118052040101,11545610
1120055020004,11590550
1121079030701,11620565
1121082030101,11620745
1122052040302,11650520
1122055010001,11650540
1123076020302,11680700
1124057010017,11710561
1124060040007,11710570
